Size of finetuning dataset: 16947
{'loss': 0.0281, 'grad_norm': 0.001059519243426621, 'learning_rate': 9.952796790181732e-07, 'rewards/chosen': 4.168478488922119, 'rewards/rejected': -4.117368698120117, 'rewards/accuracies': 0.9900000095367432, 'rewards/margins': 8.285846710205078, 'logps/chosen': -16.11231231689453, 'logps/rejected': -300.60137939453125, 'logits/chosen': -0.7792966961860657, 'logits/rejected': 2.430508613586426, 'epoch': 0.02}
{'loss': 0.0, 'grad_norm': 8.447998993688088e-07, 'learning_rate': 3.7219730941704037e-07, 'rewards/chosen': 5.705533981323242, 'rewards/rejected': -33.578060150146484, 'rewards/accuracies': 1.0, 'rewards/margins': 39.283592224121094, 'logps/chosen': -0.9231016635894775, 'logps/rejected': -611.1056518554688, 'logits/chosen': -4.324239253997803, 'logits/rejected': -0.7298199534416199, 'epoch': 3.14}
{'loss': 0.0, 'grad_norm': 1.0724057926403407e-11, 'learning_rate': 3.6747698843521356e-07, 'rewards/chosen': 5.6985697746276855, 'rewards/rejected': -33.779335021972656, 'rewards/accuracies': 1.0, 'rewards/margins': 39.477909088134766, 'logps/chosen': -0.8904712200164795, 'logps/rejected': -619.1754150390625, 'logits/chosen': -4.341646671295166, 'logits/rejected': -0.6346241235733032, 'epoch': 3.16}
{'loss': 0.0, 'grad_norm': 6.536974979098886e-06, 'learning_rate': 3.627566674533868e-07, 'rewards/chosen': 5.687738418579102, 'rewards/rejected': -32.83258056640625, 'rewards/accuracies': 1.0, 'rewards/margins': 38.520320892333984, 'logps/chosen': -1.020175576210022, 'logps/rejected': -599.3399047851562, 'logits/chosen': -4.318228244781494, 'logits/rejected': -0.6626689434051514, 'epoch': 3.19}
{'loss': 0.0, 'grad_norm': 2.3895210254920585e-09, 'learning_rate': 3.5803634647156005e-07, 'rewards/chosen': 5.709531307220459, 'rewards/rejected': -34.33564376831055, 'rewards/accuracies': 1.0, 'rewards/margins': 40.0451774597168, 'logps/chosen': -0.9615042805671692, 'logps/rejected': -613.5812377929688, 'logits/chosen': -4.337735176086426, 'logits/rejected': -0.7073759436607361, 'epoch': 3.21}
{'loss': 0.0, 'grad_norm': 1.0443824624561948e-12, 'learning_rate': 3.533160254897333e-07, 'rewards/chosen': 5.668101787567139, 'rewards/rejected': -33.77773666381836, 'rewards/accuracies': 1.0, 'rewards/margins': 39.44583511352539, 'logps/chosen': -1.0827854871749878, 'logps/rejected': -606.7073364257812, 'logits/chosen': -4.327843189239502, 'logits/rejected': -0.6831487417221069, 'epoch': 3.23}
{'loss': 0.0, 'grad_norm': 1.1173940939190885e-10, 'learning_rate': 3.4859570450790654e-07, 'rewards/chosen': 5.677819728851318, 'rewards/rejected': -34.38371658325195, 'rewards/accuracies': 1.0, 'rewards/margins': 40.06153869628906, 'logps/chosen': -1.1034953594207764, 'logps/rejected': -613.9790649414062, 'logits/chosen': -4.346412658691406, 'logits/rejected': -0.7642184495925903, 'epoch': 3.26}
{'loss': 0.0, 'grad_norm': 8.708091539522123e-12, 'learning_rate': 3.4387538352607974e-07, 'rewards/chosen': 5.6831817626953125, 'rewards/rejected': -34.59965896606445, 'rewards/accuracies': 1.0, 'rewards/margins': 40.28284454345703, 'logps/chosen': -0.945341944694519, 'logps/rejected': -622.3827514648438, 'logits/chosen': -4.3461809158325195, 'logits/rejected': -0.745837390422821, 'epoch': 3.28}
{'loss': 0.0, 'grad_norm': 1.3691632716472668e-08, 'learning_rate': 3.39155062544253e-07, 'rewards/chosen': 5.685336112976074, 'rewards/rejected': -34.3869514465332, 'rewards/accuracies': 1.0, 'rewards/margins': 40.072288513183594, 'logps/chosen': -1.1072407960891724, 'logps/rejected': -623.57861328125, 'logits/chosen': -4.339701175689697, 'logits/rejected': -0.7097271084785461, 'epoch': 3.3}
{'loss': 0.0, 'grad_norm': 5.495915944564445e-10, 'learning_rate': 3.3443474156242623e-07, 'rewards/chosen': 5.695952892303467, 'rewards/rejected': -33.75423812866211, 'rewards/accuracies': 1.0, 'rewards/margins': 39.450191497802734, 'logps/chosen': -0.9441184997558594, 'logps/rejected': -611.072265625, 'logits/chosen': -4.364500045776367, 'logits/rejected': -0.6823062300682068, 'epoch': 3.33}
{'loss': 0.0, 'grad_norm': 3.451395169662419e-09, 'learning_rate': 3.2971442058059947e-07, 'rewards/chosen': 5.683085918426514, 'rewards/rejected': -34.48759841918945, 'rewards/accuracies': 1.0, 'rewards/margins': 40.170684814453125, 'logps/chosen': -1.2605881690979004, 'logps/rejected': -618.0636596679688, 'logits/chosen': -4.3460612297058105, 'logits/rejected': -0.7754057049751282, 'epoch': 3.35}
{'loss': 0.0, 'grad_norm': 1.8960279180024742e-10, 'learning_rate': 3.249940995987727e-07, 'rewards/chosen': 5.703763008117676, 'rewards/rejected': -34.46882629394531, 'rewards/accuracies': 1.0, 'rewards/margins': 40.17258834838867, 'logps/chosen': -0.8780067563056946, 'logps/rejected': -615.5353393554688, 'logits/chosen': -4.38129997253418, 'logits/rejected': -0.7365005016326904, 'epoch': 3.38}
{'loss': 0.0, 'grad_norm': 3.385484947937556e-10, 'learning_rate': 3.202737786169459e-07, 'rewards/chosen': 5.699885845184326, 'rewards/rejected': -34.595375061035156, 'rewards/accuracies': 1.0, 'rewards/margins': 40.295257568359375, 'logps/chosen': -0.9250730872154236, 'logps/rejected': -627.604248046875, 'logits/chosen': -4.372776031494141, 'logits/rejected': -0.7732951641082764, 'epoch': 3.4}
{'loss': 0.0, 'grad_norm': 1.1115148557488378e-15, 'learning_rate': 3.1555345763511916e-07, 'rewards/chosen': 5.695183277130127, 'rewards/rejected': -33.72063064575195, 'rewards/accuracies': 1.0, 'rewards/margins': 39.41581344604492, 'logps/chosen': -1.1953003406524658, 'logps/rejected': -610.0059814453125, 'logits/chosen': -4.3564653396606445, 'logits/rejected': -0.7909513711929321, 'epoch': 3.42}
{'loss': 0.0, 'grad_norm': 8.468074670837412e-15, 'learning_rate': 3.108331366532924e-07, 'rewards/chosen': 5.683369159698486, 'rewards/rejected': -34.317283630371094, 'rewards/accuracies': 1.0, 'rewards/margins': 40.000648498535156, 'logps/chosen': -1.0413323640823364, 'logps/rejected': -612.1211547851562, 'logits/chosen': -4.3699870109558105, 'logits/rejected': -0.8053978085517883, 'epoch': 3.45}
{'loss': 0.0, 'grad_norm': 2.0795775768078784e-08, 'learning_rate': 3.0611281567146565e-07, 'rewards/chosen': 5.6758713722229, 'rewards/rejected': -33.9704475402832, 'rewards/accuracies': 1.0, 'rewards/margins': 39.64631271362305, 'logps/chosen': -1.122214436531067, 'logps/rejected': -605.7725830078125, 'logits/chosen': -4.356687545776367, 'logits/rejected': -0.7662109136581421, 'epoch': 3.47}
{'loss': 0.0, 'grad_norm': 7.130351170614446e-11, 'learning_rate': 3.013924946896389e-07, 'rewards/chosen': 5.689001560211182, 'rewards/rejected': -35.30322265625, 'rewards/accuracies': 1.0, 'rewards/margins': 40.992225646972656, 'logps/chosen': -1.1635520458221436, 'logps/rejected': -626.8524169921875, 'logits/chosen': -4.374096393585205, 'logits/rejected': -0.8251171112060547, 'epoch': 3.49}
{'loss': 0.0, 'grad_norm': 1.509339020140752e-14, 'learning_rate': 2.966721737078121e-07, 'rewards/chosen': 5.69329833984375, 'rewards/rejected': -34.20649719238281, 'rewards/accuracies': 1.0, 'rewards/margins': 39.89979553222656, 'logps/chosen': -1.0599031448364258, 'logps/rejected': -614.9142456054688, 'logits/chosen': -4.362645149230957, 'logits/rejected': -0.7281354665756226, 'epoch': 3.52}
{'loss': 0.0, 'grad_norm': 7.816792546577744e-09, 'learning_rate': 2.919518527259854e-07, 'rewards/chosen': 5.677268028259277, 'rewards/rejected': -35.78511047363281, 'rewards/accuracies': 1.0, 'rewards/margins': 41.46238327026367, 'logps/chosen': -1.252697467803955, 'logps/rejected': -638.2236938476562, 'logits/chosen': -4.372720718383789, 'logits/rejected': -0.7712867856025696, 'epoch': 3.54}
{'loss': 0.0, 'grad_norm': 3.119542624219207e-09, 'learning_rate': 2.872315317441586e-07, 'rewards/chosen': 5.691728591918945, 'rewards/rejected': -34.167335510253906, 'rewards/accuracies': 1.0, 'rewards/margins': 39.85906219482422, 'logps/chosen': -0.9445767998695374, 'logps/rejected': -597.604736328125, 'logits/chosen': -4.39083194732666, 'logits/rejected': -0.8315216898918152, 'epoch': 3.56}
{'loss': 0.0, 'grad_norm': 3.2518348365602467e-13, 'learning_rate': 2.825112107623318e-07, 'rewards/chosen': 5.678959846496582, 'rewards/rejected': -35.143821716308594, 'rewards/accuracies': 1.0, 'rewards/margins': 40.822776794433594, 'logps/chosen': -1.1362069845199585, 'logps/rejected': -633.3820190429688, 'logits/chosen': -4.381471157073975, 'logits/rejected': -0.6880695223808289, 'epoch': 3.59}
{'loss': 0.0, 'grad_norm': 1.0273062261978438e-10, 'learning_rate': 2.7779088978050507e-07, 'rewards/chosen': 5.685633659362793, 'rewards/rejected': -35.072208404541016, 'rewards/accuracies': 1.0, 'rewards/margins': 40.75783920288086, 'logps/chosen': -1.0952398777008057, 'logps/rejected': -628.726318359375, 'logits/chosen': -4.405144691467285, 'logits/rejected': -0.7732279896736145, 'epoch': 3.61}
{'loss': 0.0, 'grad_norm': 1.3498272595155458e-12, 'learning_rate': 2.730705687986783e-07, 'rewards/chosen': 5.682647705078125, 'rewards/rejected': -35.84190368652344, 'rewards/accuracies': 1.0, 'rewards/margins': 41.52455520629883, 'logps/chosen': -1.0698301792144775, 'logps/rejected': -633.3206787109375, 'logits/chosen': -4.387300491333008, 'logits/rejected': -0.8392565250396729, 'epoch': 3.63}
{'loss': 0.0, 'grad_norm': 6.962661558418404e-08, 'learning_rate': 2.6835024781685156e-07, 'rewards/chosen': 5.695095062255859, 'rewards/rejected': -34.700950622558594, 'rewards/accuracies': 1.0, 'rewards/margins': 40.39604187011719, 'logps/chosen': -1.07439386844635, 'logps/rejected': -608.3446655273438, 'logits/chosen': -4.398186206817627, 'logits/rejected': -0.828688383102417, 'epoch': 3.66}
{'loss': 0.0, 'grad_norm': 6.804668319700807e-14, 'learning_rate': 2.6362992683502475e-07, 'rewards/chosen': 5.716249465942383, 'rewards/rejected': -35.95707702636719, 'rewards/accuracies': 1.0, 'rewards/margins': 41.67332077026367, 'logps/chosen': -0.9604045748710632, 'logps/rejected': -639.9847412109375, 'logits/chosen': -4.409908294677734, 'logits/rejected': -0.8047688007354736, 'epoch': 3.68}
{'loss': 0.0, 'grad_norm': 1.0372180198059411e-10, 'learning_rate': 2.58909605853198e-07, 'rewards/chosen': 5.680794715881348, 'rewards/rejected': -35.32512664794922, 'rewards/accuracies': 1.0, 'rewards/margins': 41.005916595458984, 'logps/chosen': -1.1358025074005127, 'logps/rejected': -630.0814208984375, 'logits/chosen': -4.389415740966797, 'logits/rejected': -0.7595377564430237, 'epoch': 3.71}
{'loss': 0.0, 'grad_norm': 2.0595402020262554e-05, 'learning_rate': 2.5418928487137125e-07, 'rewards/chosen': 5.67356014251709, 'rewards/rejected': -34.77720642089844, 'rewards/accuracies': 1.0, 'rewards/margins': 40.450767517089844, 'logps/chosen': -1.1904804706573486, 'logps/rejected': -606.822021484375, 'logits/chosen': -4.388132572174072, 'logits/rejected': -0.9204843640327454, 'epoch': 3.73}
{'loss': 0.0, 'grad_norm': 8.915782927942928e-06, 'learning_rate': 2.494689638895445e-07, 'rewards/chosen': 5.6862616539001465, 'rewards/rejected': -35.36089324951172, 'rewards/accuracies': 1.0, 'rewards/margins': 41.047157287597656, 'logps/chosen': -1.0532444715499878, 'logps/rejected': -617.7245483398438, 'logits/chosen': -4.397118091583252, 'logits/rejected': -0.8170257806777954, 'epoch': 3.75}
{'loss': 0.0, 'grad_norm': 5.236314904762248e-15, 'learning_rate': 2.4474864290771774e-07, 'rewards/chosen': 5.693133354187012, 'rewards/rejected': -34.822994232177734, 'rewards/accuracies': 1.0, 'rewards/margins': 40.51612854003906, 'logps/chosen': -1.343430995941162, 'logps/rejected': -618.8092651367188, 'logits/chosen': -4.38709831237793, 'logits/rejected': -0.8458837866783142, 'epoch': 3.78}
{'loss': 0.0, 'grad_norm': 4.389173025032278e-09, 'learning_rate': 2.4002832192589093e-07, 'rewards/chosen': 5.682469367980957, 'rewards/rejected': -35.006622314453125, 'rewards/accuracies': 1.0, 'rewards/margins': 40.689090728759766, 'logps/chosen': -1.0275417566299438, 'logps/rejected': -619.7372436523438, 'logits/chosen': -4.411931991577148, 'logits/rejected': -0.86347496509552, 'epoch': 3.8}
{'loss': 0.0, 'grad_norm': 9.848131412582006e-06, 'learning_rate': 2.353080009440642e-07, 'rewards/chosen': 5.697005748748779, 'rewards/rejected': -35.087303161621094, 'rewards/accuracies': 1.0, 'rewards/margins': 40.78430938720703, 'logps/chosen': -1.1189385652542114, 'logps/rejected': -618.5089721679688, 'logits/chosen': -4.385274887084961, 'logits/rejected': -0.8649274706840515, 'epoch': 3.82}
{'loss': 0.0, 'grad_norm': 1.734925572744066e-16, 'learning_rate': 2.305876799622374e-07, 'rewards/chosen': 5.7015485763549805, 'rewards/rejected': -35.0328254699707, 'rewards/accuracies': 1.0, 'rewards/margins': 40.734375, 'logps/chosen': -1.1169729232788086, 'logps/rejected': -628.2666625976562, 'logits/chosen': -4.392490863800049, 'logits/rejected': -0.7217773199081421, 'epoch': 3.85}
{'loss': 0.0, 'grad_norm': 2.7234818844590336e-06, 'learning_rate': 2.2586735898041064e-07, 'rewards/chosen': 5.669341564178467, 'rewards/rejected': -34.429500579833984, 'rewards/accuracies': 1.0, 'rewards/margins': 40.098846435546875, 'logps/chosen': -1.4074592590332031, 'logps/rejected': -605.9669799804688, 'logits/chosen': -4.383965015411377, 'logits/rejected': -0.7663650512695312, 'epoch': 3.87}
{'loss': 0.0, 'grad_norm': 1.931311633946466e-18, 'learning_rate': 2.211470379985839e-07, 'rewards/chosen': 5.688111782073975, 'rewards/rejected': -35.861488342285156, 'rewards/accuracies': 1.0, 'rewards/margins': 41.549598693847656, 'logps/chosen': -0.928725004196167, 'logps/rejected': -644.638916015625, 'logits/chosen': -4.400956630706787, 'logits/rejected': -0.7336742281913757, 'epoch': 3.89}
{'loss': 0.0, 'grad_norm': 9.7248945007955e-13, 'learning_rate': 2.1642671701675713e-07, 'rewards/chosen': 5.700471878051758, 'rewards/rejected': -36.114261627197266, 'rewards/accuracies': 1.0, 'rewards/margins': 41.81473159790039, 'logps/chosen': -0.9495718479156494, 'logps/rejected': -643.274169921875, 'logits/chosen': -4.412074089050293, 'logits/rejected': -0.8015657663345337, 'epoch': 3.92}
{'loss': 0.0, 'grad_norm': 1.4839489012596907e-11, 'learning_rate': 2.1170639603493038e-07, 'rewards/chosen': 5.693832874298096, 'rewards/rejected': -36.2689323425293, 'rewards/accuracies': 1.0, 'rewards/margins': 41.962764739990234, 'logps/chosen': -1.0364885330200195, 'logps/rejected': -637.540283203125, 'logits/chosen': -4.4204888343811035, 'logits/rejected': -0.8552241325378418, 'epoch': 3.94}
{'loss': 0.0, 'grad_norm': 6.846738287435983e-09, 'learning_rate': 2.0698607505310362e-07, 'rewards/chosen': 5.70693302154541, 'rewards/rejected': -36.20526123046875, 'rewards/accuracies': 1.0, 'rewards/margins': 41.912193298339844, 'logps/chosen': -0.9278538227081299, 'logps/rejected': -643.7522583007812, 'logits/chosen': -4.4332661628723145, 'logits/rejected': -0.7990996837615967, 'epoch': 3.97}
{'loss': 0.0, 'grad_norm': 1.1124515891802744e-10, 'learning_rate': 2.0226575407127682e-07, 'rewards/chosen': 5.656411647796631, 'rewards/rejected': -35.00957107543945, 'rewards/accuracies': 1.0, 'rewards/margins': 40.665985107421875, 'logps/chosen': -1.2335865497589111, 'logps/rejected': -610.744873046875, 'logits/chosen': -4.3800740242004395, 'logits/rejected': -0.8181723952293396, 'epoch': 3.99}
{'loss': 0.0, 'grad_norm': 3.186750063832733e-08, 'learning_rate': 1.9754543308945006e-07, 'rewards/chosen': 5.680801868438721, 'rewards/rejected': -36.941253662109375, 'rewards/accuracies': 1.0, 'rewards/margins': 42.62205123901367, 'logps/chosen': -0.9448928236961365, 'logps/rejected': -649.8533935546875, 'logits/chosen': -4.417255401611328, 'logits/rejected': -0.8200321197509766, 'epoch': 4.01}
{'loss': 0.0, 'grad_norm': 3.580883665285574e-16, 'learning_rate': 1.928251121076233e-07, 'rewards/chosen': 5.670180797576904, 'rewards/rejected': -35.56489562988281, 'rewards/accuracies': 1.0, 'rewards/margins': 41.23507308959961, 'logps/chosen': -1.1027379035949707, 'logps/rejected': -624.9843139648438, 'logits/chosen': -4.390059947967529, 'logits/rejected': -0.7993116974830627, 'epoch': 4.04}
{'loss': 0.0, 'grad_norm': 5.603336821906378e-16, 'learning_rate': 1.8810479112579655e-07, 'rewards/chosen': 5.699472427368164, 'rewards/rejected': -35.819393157958984, 'rewards/accuracies': 1.0, 'rewards/margins': 41.518863677978516, 'logps/chosen': -1.0498020648956299, 'logps/rejected': -629.7972412109375, 'logits/chosen': -4.4190497398376465, 'logits/rejected': -0.82598477602005, 'epoch': 4.06}
{'loss': 0.0, 'grad_norm': 3.668108704149922e-14, 'learning_rate': 1.833844701439698e-07, 'rewards/chosen': 5.684786796569824, 'rewards/rejected': -35.56060028076172, 'rewards/accuracies': 1.0, 'rewards/margins': 41.245384216308594, 'logps/chosen': -1.3462351560592651, 'logps/rejected': -620.367919921875, 'logits/chosen': -4.411614894866943, 'logits/rejected': -0.8412786722183228, 'epoch': 4.08}
{'loss': 0.0, 'grad_norm': 3.0831550420357123e-12, 'learning_rate': 1.7866414916214302e-07, 'rewards/chosen': 5.668806076049805, 'rewards/rejected': -37.15105438232422, 'rewards/accuracies': 1.0, 'rewards/margins': 42.819862365722656, 'logps/chosen': -1.080417513847351, 'logps/rejected': -653.968994140625, 'logits/chosen': -4.415332794189453, 'logits/rejected': -0.8681384325027466, 'epoch': 4.11}
{'loss': 0.0, 'grad_norm': 6.414144389232934e-12, 'learning_rate': 1.7394382818031624e-07, 'rewards/chosen': 5.691741466522217, 'rewards/rejected': -36.93840408325195, 'rewards/accuracies': 1.0, 'rewards/margins': 42.63014221191406, 'logps/chosen': -0.9733650088310242, 'logps/rejected': -646.8065185546875, 'logits/chosen': -4.435137748718262, 'logits/rejected': -0.8607896566390991, 'epoch': 4.13}
{'loss': 0.0, 'grad_norm': 1.6356045684506881e-10, 'learning_rate': 1.6922350719848948e-07, 'rewards/chosen': 5.6965651512146, 'rewards/rejected': -35.94511795043945, 'rewards/accuracies': 1.0, 'rewards/margins': 41.641685485839844, 'logps/chosen': -1.053939938545227, 'logps/rejected': -622.8236083984375, 'logits/chosen': -4.432903289794922, 'logits/rejected': -0.9346458315849304, 'epoch': 4.15}
{'loss': 0.0, 'grad_norm': 1.2863482794136377e-13, 'learning_rate': 1.6450318621666273e-07, 'rewards/chosen': 5.715721607208252, 'rewards/rejected': -35.822933197021484, 'rewards/accuracies': 1.0, 'rewards/margins': 41.53865051269531, 'logps/chosen': -1.0624191761016846, 'logps/rejected': -639.506103515625, 'logits/chosen': -4.417051792144775, 'logits/rejected': -0.8485910892486572, 'epoch': 4.18}
{'loss': 0.0, 'grad_norm': 1.1054338955318599e-07, 'learning_rate': 1.5978286523483598e-07, 'rewards/chosen': 5.669756889343262, 'rewards/rejected': -36.160552978515625, 'rewards/accuracies': 1.0, 'rewards/margins': 41.83030700683594, 'logps/chosen': -1.0417464971542358, 'logps/rejected': -637.9421997070312, 'logits/chosen': -4.416504383087158, 'logits/rejected': -0.8034048676490784, 'epoch': 4.2}
{'loss': 0.0, 'grad_norm': 1.3868351996307315e-12, 'learning_rate': 1.550625442530092e-07, 'rewards/chosen': 5.666370391845703, 'rewards/rejected': -35.7910041809082, 'rewards/accuracies': 1.0, 'rewards/margins': 41.457374572753906, 'logps/chosen': -1.2109445333480835, 'logps/rejected': -630.993408203125, 'logits/chosen': -4.403790473937988, 'logits/rejected': -0.9324151873588562, 'epoch': 4.22}
{'loss': 0.0, 'grad_norm': 2.0734161054747346e-09, 'learning_rate': 1.5034222327118244e-07, 'rewards/chosen': 5.690922260284424, 'rewards/rejected': -36.4388542175293, 'rewards/accuracies': 1.0, 'rewards/margins': 42.12977600097656, 'logps/chosen': -1.1318203210830688, 'logps/rejected': -628.1260986328125, 'logits/chosen': -4.418561935424805, 'logits/rejected': -1.0061404705047607, 'epoch': 4.25}
{'loss': 0.0, 'grad_norm': 1.6481303433124594e-08, 'learning_rate': 1.4562190228935566e-07, 'rewards/chosen': 5.656424522399902, 'rewards/rejected': -36.32795715332031, 'rewards/accuracies': 1.0, 'rewards/margins': 41.9843864440918, 'logps/chosen': -1.2258453369140625, 'logps/rejected': -635.8223266601562, 'logits/chosen': -4.396230697631836, 'logits/rejected': -0.8614950776100159, 'epoch': 4.27}
{'loss': 0.0, 'grad_norm': 7.947032517729297e-15, 'learning_rate': 1.409015813075289e-07, 'rewards/chosen': 5.690755844116211, 'rewards/rejected': -36.346858978271484, 'rewards/accuracies': 1.0, 'rewards/margins': 42.03761672973633, 'logps/chosen': -1.1417641639709473, 'logps/rejected': -633.599365234375, 'logits/chosen': -4.3961639404296875, 'logits/rejected': -0.8878923654556274, 'epoch': 4.3}
{'loss': 0.0, 'grad_norm': 4.75251653623502e-14, 'learning_rate': 1.3618126032570215e-07, 'rewards/chosen': 5.683202743530273, 'rewards/rejected': -37.18666076660156, 'rewards/accuracies': 1.0, 'rewards/margins': 42.86985778808594, 'logps/chosen': -1.1000258922576904, 'logps/rejected': -648.4215087890625, 'logits/chosen': -4.421339511871338, 'logits/rejected': -0.8889151215553284, 'epoch': 4.32}
{'loss': 0.0, 'grad_norm': 1.9591771781291012e-13, 'learning_rate': 1.3146093934387537e-07, 'rewards/chosen': 5.696209907531738, 'rewards/rejected': -36.254451751708984, 'rewards/accuracies': 1.0, 'rewards/margins': 41.950660705566406, 'logps/chosen': -0.973341703414917, 'logps/rejected': -642.8847045898438, 'logits/chosen': -4.428149700164795, 'logits/rejected': -0.8325468301773071, 'epoch': 4.34}
{'loss': 0.0, 'grad_norm': 2.2897068685523436e-09, 'learning_rate': 1.2674061836204862e-07, 'rewards/chosen': 5.6590657234191895, 'rewards/rejected': -36.61134338378906, 'rewards/accuracies': 1.0, 'rewards/margins': 42.270408630371094, 'logps/chosen': -1.2704144716262817, 'logps/rejected': -645.3343505859375, 'logits/chosen': -4.419127941131592, 'logits/rejected': -0.7828265428543091, 'epoch': 4.37}
{'loss': 0.0, 'grad_norm': 6.98847993363394e-11, 'learning_rate': 1.2202029738022184e-07, 'rewards/chosen': 5.6982293128967285, 'rewards/rejected': -35.89271545410156, 'rewards/accuracies': 1.0, 'rewards/margins': 41.5909538269043, 'logps/chosen': -1.0556864738464355, 'logps/rejected': -632.6314697265625, 'logits/chosen': -4.430012226104736, 'logits/rejected': -0.7992454767227173, 'epoch': 4.39}
{'loss': 0.0, 'grad_norm': 1.7190200272357986e-13, 'learning_rate': 1.172999763983951e-07, 'rewards/chosen': 5.685435771942139, 'rewards/rejected': -36.994876861572266, 'rewards/accuracies': 1.0, 'rewards/margins': 42.68031311035156, 'logps/chosen': -1.1284188032150269, 'logps/rejected': -648.57177734375, 'logits/chosen': -4.433727264404297, 'logits/rejected': -0.9043759107589722, 'epoch': 4.41}
{'loss': 0.0, 'grad_norm': 8.639622762866839e-13, 'learning_rate': 1.1257965541656831e-07, 'rewards/chosen': 5.694272041320801, 'rewards/rejected': -36.748199462890625, 'rewards/accuracies': 1.0, 'rewards/margins': 42.44247055053711, 'logps/chosen': -1.0519945621490479, 'logps/rejected': -633.921142578125, 'logits/chosen': -4.438060760498047, 'logits/rejected': -0.9585592150688171, 'epoch': 4.44}
{'loss': 0.0, 'grad_norm': 5.918408124694352e-13, 'learning_rate': 1.0785933443474156e-07, 'rewards/chosen': 5.679039478302002, 'rewards/rejected': -36.80195236206055, 'rewards/accuracies': 1.0, 'rewards/margins': 42.48099136352539, 'logps/chosen': -1.006065845489502, 'logps/rejected': -650.2413330078125, 'logits/chosen': -4.437785625457764, 'logits/rejected': -0.8638501763343811, 'epoch': 4.46}
{'loss': 0.0, 'grad_norm': 3.765561538797424e-13, 'learning_rate': 1.031390134529148e-07, 'rewards/chosen': 5.683779239654541, 'rewards/rejected': -37.14030838012695, 'rewards/accuracies': 1.0, 'rewards/margins': 42.8240852355957, 'logps/chosen': -1.2873066663742065, 'logps/rejected': -660.0984497070312, 'logits/chosen': -4.430670738220215, 'logits/rejected': -0.8627403974533081, 'epoch': 4.48}
{'loss': 0.0, 'grad_norm': 4.987525503707957e-09, 'learning_rate': 9.841869247108802e-08, 'rewards/chosen': 5.693415641784668, 'rewards/rejected': -36.95192337036133, 'rewards/accuracies': 1.0, 'rewards/margins': 42.64533996582031, 'logps/chosen': -1.1547901630401611, 'logps/rejected': -645.9750366210938, 'logits/chosen': -4.421152114868164, 'logits/rejected': -0.8492538928985596, 'epoch': 4.51}
{'loss': 0.0, 'grad_norm': 5.005930836955025e-16, 'learning_rate': 9.369837148926127e-08, 'rewards/chosen': 5.6892547607421875, 'rewards/rejected': -37.01504898071289, 'rewards/accuracies': 1.0, 'rewards/margins': 42.704307556152344, 'logps/chosen': -1.0411317348480225, 'logps/rejected': -645.2684326171875, 'logits/chosen': -4.444459915161133, 'logits/rejected': -0.879905104637146, 'epoch': 4.53}
{'loss': 0.0, 'grad_norm': 1.283799398456672e-16, 'learning_rate': 8.897805050743449e-08, 'rewards/chosen': 5.657036304473877, 'rewards/rejected': -36.15837097167969, 'rewards/accuracies': 1.0, 'rewards/margins': 41.81541061401367, 'logps/chosen': -1.1958638429641724, 'logps/rejected': -619.9806518554688, 'logits/chosen': -4.427980422973633, 'logits/rejected': -0.8535759449005127, 'epoch': 4.56}
{'loss': 0.0, 'grad_norm': 1.3923812623717335e-11, 'learning_rate': 8.425772952560774e-08, 'rewards/chosen': 5.657264232635498, 'rewards/rejected': -36.098670959472656, 'rewards/accuracies': 1.0, 'rewards/margins': 41.75593185424805, 'logps/chosen': -1.152860403060913, 'logps/rejected': -624.2943725585938, 'logits/chosen': -4.406874656677246, 'logits/rejected': -0.9246588349342346, 'epoch': 4.58}
{'loss': 0.0, 'grad_norm': 1.6515915746140308e-08, 'learning_rate': 7.953740854378098e-08, 'rewards/chosen': 5.663704872131348, 'rewards/rejected': -36.190616607666016, 'rewards/accuracies': 1.0, 'rewards/margins': 41.85432052612305, 'logps/chosen': -1.2534959316253662, 'logps/rejected': -625.3741455078125, 'logits/chosen': -4.4348859786987305, 'logits/rejected': -0.9463944435119629, 'epoch': 4.6}
{'loss': 0.0, 'grad_norm': 9.211208185089248e-13, 'learning_rate': 7.48170875619542e-08, 'rewards/chosen': 5.686230659484863, 'rewards/rejected': -37.119747161865234, 'rewards/accuracies': 1.0, 'rewards/margins': 42.80597686767578, 'logps/chosen': -1.0162245035171509, 'logps/rejected': -660.9721069335938, 'logits/chosen': -4.4505510330200195, 'logits/rejected': -0.8150838613510132, 'epoch': 4.63}
{'loss': 0.0, 'grad_norm': 5.938275426942141e-10, 'learning_rate': 7.009676658012745e-08, 'rewards/chosen': 5.674841403961182, 'rewards/rejected': -36.87472152709961, 'rewards/accuracies': 1.0, 'rewards/margins': 42.549564361572266, 'logps/chosen': -1.1591694355010986, 'logps/rejected': -641.3787231445312, 'logits/chosen': -4.452697277069092, 'logits/rejected': -0.9468252658843994, 'epoch': 4.65}
{'loss': 0.0, 'grad_norm': 9.86367888408668e-13, 'learning_rate': 6.537644559830068e-08, 'rewards/chosen': 5.719302177429199, 'rewards/rejected': -36.79961013793945, 'rewards/accuracies': 1.0, 'rewards/margins': 42.518917083740234, 'logps/chosen': -0.9408210515975952, 'logps/rejected': -640.063232421875, 'logits/chosen': -4.44802713394165, 'logits/rejected': -0.9644647836685181, 'epoch': 4.67}
